X,Y,min,,max,diff in meV_max
1770,,-1688.3602,,-1688.351553,139.53
1771,,-1688.3602,,-1688.351553,134.52
1772,,-1688.3602,,-1688.351553,129.45
1773,,-1688.3602,,-1688.351553,124.33
1774,,-1688.3602,,-1688.351553,119.16
1775,,-1688.3602,,-1688.351553,113.94
1776,,-1688.3602,,-1688.351553,108.67
1777,,-1688.3602,,-1688.351553,103.37
1778,,-1688.3602,,-1688.351553,98.05
1779,,-1688.3602,,-1688.351553,92.73
1780,,-1688.3602,,-1688.351553,87.41
1781,,-1688.3602,,-1688.351553,82.11
1782,,-1688.3602,,-1688.351553,76.82
1783,,-1688.3602,,-1688.351553,71.57
1784,,-1688.3602,,-1688.351553,66.38
1785,,-1688.3602,,-1688.351553,61.33
1786,,-1688.3602,,-1688.351553,56.42
1787,,-1688.3602,,-1688.351553,51.61
1788,,-1688.3602,,-1688.351553,46.82
1789,,-1688.3602,,-1688.351553,42.05
1790,,-1688.3602,,-1688.351553,37.44
1791,,-1688.3602,,-1688.351553,33.17
1792,,-1688.3602,,-1688.351553,29.13
1793,,-1688.3602,,-1688.351553,25.24
1794,,-1688.3602,,-1688.351553,21.53
1795,,-1688.3602,,-1688.351553,18
1796,,-1688.3602,,-1688.351553,14.78
1797,,-1688.3602,,-1688.351553,12.17
1798,,-1688.3602,,-1688.351553,9.79
1799,,-1688.3602,,-1688.351553,7.5
1800,,-1688.3602,,-1688.351553,5.58
1801,,-1688.3602,,-1688.351553,4.13
1802,,-1688.3602,,-1688.351553,3.12
1803,,-1688.3602,,-1688.351553,2.42
1804,,-1688.3602,,-1688.351553,2.06
1805,,-1688.3602,,-1688.351553,2.06
1806,,-1688.3602,,-1688.351553,2.11
1807,,-1688.3602,,-1688.351553,2.64
1808,,-1688.3602,,-1688.351553,3.51
1809,,-1688.3602,,-1688.351553,4.72
1810,,-1688.3602,,-1688.351553,6.36
1811,,-1688.3602,,-1688.351553,8.41
1812,,-1688.3602,,-1688.351553,10.78
1813,,-1688.3602,,-1688.351553,13.47
1814,,-1688.3602,,-1688.351553,16.44
1815,,-1688.3602,,-1688.351553,19.66
1816,,-1688.3602,,-1688.351553,23.11
1817,,-1688.3602,,-1688.351553,26.79
1818,,-1688.3602,,-1688.351553,30.73
1819,,-1688.3602,,-1688.351553,34.93
1820,,-1688.3602,,-1688.351553,39.4
1821,,-1688.3602,,-1688.351553,44.04
1822,,-1688.3602,,-1688.351553,48.82
1823,,-1688.3602,,-1688.351553,53.72
1824,,-1688.3602,,-1688.351553,58.73
1825,,-1688.3602,,-1688.351553,63.85
1826,,-1688.3602,,-1688.351553,69.06
1827,,-1688.3602,,-1688.351553,74.34
1828,,-1688.3602,,-1688.351553,79.67
1829,,-1688.3602,,-1688.351553,85.03
1830,,-1688.3602,,-1688.351553,90.4
1831,,-1688.3602,,-1688.351553,95.78
1832,,-1688.3602,,-1688.351553,101.15
1833,,-1688.3602,,-1688.351553,106.52
1834,,-1688.3602,,-1688.351553,111.87
1835,,-1688.3602,,-1688.351553,117.21
1836,,-1688.3602,,-1688.351553,122.54
1837,,-1688.3602,,-1688.351553,127.85
1838,,-1688.3602,,-1688.351553,133.11
1839,,-1688.3602,,-1688.351553,138.31
1840,,-1688.3602,,-1688.351553,143.42
1841,,-1688.3602,,-1688.351553,148.45
1842,,-1688.3602,,-1688.351553,153.38
1843,,-1688.3602,,-1688.351553,158.2
1844,,-1688.3602,,-1688.351553,162.91
1845,,-1688.3602,,-1688.351553,167.5
1846,,-1688.3602,,-1688.351553,171.97
1847,,-1688.3602,,-1688.351553,176.31
1848,,-1688.3602,,-1688.351553,180.53
1849,,-1688.3602,,-1688.351553,184.6
1850,,-1688.3602,,-1688.351553,188.54
1851,,-1688.3602,,-1688.351553,192.33
1852,,-1688.3602,,-1688.351553,195.96
1853,,-1688.3602,,-1688.351553,199.44
1854,,-1688.3602,,-1688.351553,202.75
1855,,-1688.3602,,-1688.351553,205.9
1856,,-1688.3602,,-1688.351553,208.89
1857,,-1688.3602,,-1688.351553,211.71
1858,,-1688.3602,,-1688.351553,214.37
1859,,-1688.3602,,-1688.351553,216.86
1860,,-1688.3602,,-1688.351553,219.18
1861,,-1688.3602,,-1688.351553,221.32
1862,,-1688.3602,,-1688.351553,223.29
1863,,-1688.3602,,-1688.351553,225.07
1864,,-1688.3602,,-1688.351553,226.68
1865,,-1688.3602,,-1688.351553,228.1
1866,,-1688.3602,,-1688.351553,229.34
1867,,-1688.3602,,-1688.351553,230.41
1868,,-1688.3602,,-1688.351553,231.3
1869,,-1688.3602,,-1688.351553,232.02
1870,,-1688.3602,,-1688.351553,232.58
1871,,-1688.3602,,-1688.351553,232.98
1872,,-1688.3602,,-1688.351553,233.22
1873,,-1688.3602,,-1688.351553,233.32
1874,,-1688.3602,,-1688.351553,233.27
1875,,-1688.3602,,-1688.351553,233.09
1876,,-1688.3602,,-1688.351553,232.77
1877,,-1688.3602,,-1688.351553,232.32
1878,,-1688.3602,,-1688.351553,231.75
1879,,-1688.3602,,-1688.351553,231.07
1880,,-1688.3602,,-1688.351553,230.28
1881,,-1688.3602,,-1688.351553,229.41
1882,,-1688.3602,,-1688.351553,228.48
1883,,-1688.3602,,-1688.351553,227.51
1884,,-1688.3602,,-1688.351553,226.5
1885,,-1688.3602,,-1688.351553,225.47
1886,,-1688.3602,,-1688.351553,224.41
1887,,-1688.3602,,-1688.351553,223.36
1888,,-1688.3602,,-1688.351553,222.31
1889,,-1688.3602,,-1688.351553,221.3
1890,,-1688.3602,,-1688.351553,220.33
1891,,-1688.3602,,-1688.351553,219.43
1892,,-1688.3602,,-1688.351553,218.63
1893,,-1688.3602,,-1688.351553,217.95
1894,,-1688.3602,,-1688.351553,217.42
1895,,-1688.3602,,-1688.351553,217.07
1896,,-1688.3602,,-1688.351553,216.9
1897,,-1688.3602,,-1688.351553,216.92
1898,,-1688.3602,,-1688.351553,217.09
1899,,-1688.3602,,-1688.351553,217.41
1900,,-1688.3602,,-1688.351553,217.85
1901,,-1688.3602,,-1688.351553,218.39
1902,,-1688.3602,,-1688.351553,219.02
1903,,-1688.3602,,-1688.351553,219.71
1904,,-1688.3602,,-1688.351553,220.44
1905,,-1688.3602,,-1688.351553,221.22
1906,,-1688.3602,,-1688.351553,222.02
1907,,-1688.3602,,-1688.351553,222.82
1908,,-1688.3602,,-1688.351553,223.62
1909,,-1688.3602,,-1688.351553,224.38
1910,,-1688.3602,,-1688.351553,225.1
1911,,-1688.3602,,-1688.351553,225.76
1912,,-1688.3602,,-1688.351553,226.34
1913,,-1688.3602,,-1688.351553,226.84
1914,,-1688.3602,,-1688.351553,227.24
1915,,-1688.3602,,-1688.351553,227.52
1916,,-1688.3602,,-1688.351553,227.68
1917,,-1688.3602,,-1688.351553,227.71
1918,,-1688.3602,,-1688.351553,227.6
1919,,-1688.3602,,-1688.351553,227.35
1920,,-1688.3602,,-1688.351553,226.94
1921,,-1688.3602,,-1688.351553,226.37
1922,,-1688.3602,,-1688.351553,225.65
1923,,-1688.3602,,-1688.351553,224.76
1924,,-1688.3602,,-1688.351553,223.72
1925,,-1688.3602,,-1688.351553,222.51
1926,,-1688.3602,,-1688.351553,221.15
1927,,-1688.3602,,-1688.351553,219.62
1928,,-1688.3602,,-1688.351553,217.93
1929,,-1688.3602,,-1688.351553,216.06
1930,,-1688.3602,,-1688.351553,214.02
1931,,-1688.3602,,-1688.351553,211.8
1932,,-1688.3602,,-1688.351553,209.4
1933,,-1688.3602,,-1688.351553,206.83
1934,,-1688.3602,,-1688.351553,204.08
1935,,-1688.3602,,-1688.351553,201.16
1936,,-1688.3602,,-1688.351553,198.08
1937,,-1688.3602,,-1688.351553,194.84
1938,,-1688.3602,,-1688.351553,191.45
1939,,-1688.3602,,-1688.351553,187.91
1940,,-1688.3602,,-1688.351553,184.22
1941,,-1688.3602,,-1688.351553,180.39
1942,,-1688.3602,,-1688.351553,176.42
1943,,-1688.3602,,-1688.351553,172.31
1944,,-1688.3602,,-1688.351553,168.07
1945,,-1688.3602,,-1688.351553,163.69
1946,,-1688.3602,,-1688.351553,159.2
1947,,-1688.3602,,-1688.351553,154.59
1948,,-1688.3602,,-1688.351553,149.88
1949,,-1688.3602,,-1688.351553,145.07
1950,,-1688.3602,,-1688.351553,140.18
1951,,-1688.3602,,-1688.351553,135.2
1952,,-1688.3602,,-1688.351553,130.15
1953,,-1688.3602,,-1688.351553,125.02
1954,,-1688.3602,,-1688.351553,119.82
1955,,-1688.3602,,-1688.351553,114.57
1956,,-1688.3602,,-1688.351553,109.27
1957,,-1688.3602,,-1688.351553,103.95
1958,,-1688.3602,,-1688.351553,98.62
1959,,-1688.3602,,-1688.351553,93.29
1960,,-1688.3602,,-1688.351553,87.97
1961,,-1688.3602,,-1688.351553,82.66
1962,,-1688.3602,,-1688.351553,77.37
1963,,-1688.3602,,-1688.351553,72.11
1964,,-1688.3602,,-1688.351553,66.89
1965,,-1688.3602,,-1688.351553,61.74
1966,,-1688.3602,,-1688.351553,56.69
1967,,-1688.3602,,-1688.351553,51.76
1968,,-1688.3602,,-1688.351553,46.97
1969,,-1688.3602,,-1688.351553,42.32
1970,,-1688.3602,,-1688.351553,37.82
1971,,-1688.3602,,-1688.351553,33.46
1972,,-1688.3602,,-1688.351553,29.26
1973,,-1688.3602,,-1688.351553,25.24
1974,,-1688.3602,,-1688.351553,21.44
1975,,-1688.3602,,-1688.351553,17.88
1976,,-1688.3602,,-1688.351553,14.6
1977,,-1688.3602,,-1688.351553,11.62
1978,,-1688.3602,,-1688.351553,8.97
1979,,-1688.3602,,-1688.351553,6.67
1980,,-1688.3602,,-1688.351553,4.71
1981,,-1688.3602,,-1688.351553,3.04
1982,,-1688.3602,,-1688.351553,1.68
1983,,-1688.3602,,-1688.351553,0.65
1984,,-1688.3602,,-1688.351553,0.09
1985,,-1688.3602,,-1688.351553,0
1986,,-1688.3602,,-1688.351553,0.28
1987,,-1688.3602,,-1688.351553,0.93
1988,,-1688.3602,,-1688.351553,1.99
1989,,-1688.3602,,-1688.351553,3.47
1990,,-1688.3602,,-1688.351553,5.34
1991,,-1688.3602,,-1688.351553,7.54
1992,,-1688.3602,,-1688.351553,10.03
1993,,-1688.3602,,-1688.351553,12.83
1994,,-1688.3602,,-1688.351553,15.98
1995,,-1688.3602,,-1688.351553,19.44
1996,,-1688.3602,,-1688.351553,23.14
1997,,-1688.3602,,-1688.351553,27.07
1998,,-1688.3602,,-1688.351553,31.25
1999,,-1688.3602,,-1688.351553,35.7
2000,,-1688.3602,,-1688.351553,40.33
2001,,-1688.3602,,-1688.351553,45.11
2002,,-1688.3602,,-1688.351553,50.02
2003,,-1688.3602,,-1688.351553,55.08
2004,,-1688.3602,,-1688.351553,60.25
2005,,-1688.3602,,-1688.351553,65.48
2006,,-1688.3602,,-1688.351553,70.76
2007,,-1688.3602,,-1688.351553,76.06
2008,,-1688.3602,,-1688.351553,81.4
2009,,-1688.3602,,-1688.351553,86.81
2010,,-1688.3602,,-1688.351553,92.28
2011,,-1688.3602,,-1688.351553,97.79
2012,,-1688.3602,,-1688.351553,103.29
2013,,-1688.3602,,-1688.351553,108.77
2014,,-1688.3602,,-1688.351553,114.23
2015,,-1688.3602,,-1688.351553,119.67
2016,,-1688.3602,,-1688.351553,125.07
2017,,-1688.3602,,-1688.351553,130.42
2018,,-1688.3602,,-1688.351553,135.69
2019,,-1688.3602,,-1688.351553,140.87
2020,,-1688.3602,,-1688.351553,145.95
2021,,-1688.3602,,-1688.351553,150.93
2022,,-1688.3602,,-1688.351553,155.8
2023,,-1688.3602,,-1688.351553,160.56
2024,,-1688.3602,,-1688.351553,165.22
2025,,-1688.3602,,-1688.351553,169.76
2026,,-1688.3602,,-1688.351553,174.2
2027,,-1688.3602,,-1688.351553,178.51
2028,,-1688.3602,,-1688.351553,182.69
2029,,-1688.3602,,-1688.351553,186.72
2030,,-1688.3602,,-1688.351553,190.61
2031,,-1688.3602,,-1688.351553,194.35
2032,,-1688.3602,,-1688.351553,197.93
2033,,-1688.3602,,-1688.351553,201.35
2034,,-1688.3602,,-1688.351553,204.61
2035,,-1688.3602,,-1688.351553,207.72
2036,,-1688.3602,,-1688.351553,210.68
2037,,-1688.3602,,-1688.351553,213.5
2038,,-1688.3602,,-1688.351553,216.15
2039,,-1688.3602,,-1688.351553,218.65
2040,,-1688.3602,,-1688.351553,220.98
2041,,-1688.3602,,-1688.351553,223.13
2042,,-1688.3602,,-1688.351553,225.11
2043,,-1688.3602,,-1688.351553,226.91
2044,,-1688.3602,,-1688.351553,228.53
2045,,-1688.3602,,-1688.351553,229.97
2046,,-1688.3602,,-1688.351553,231.24
2047,,-1688.3602,,-1688.351553,232.33
2048,,-1688.3602,,-1688.351553,233.26
2049,,-1688.3602,,-1688.351553,234.01
2050,,-1688.3602,,-1688.351553,234.61
2051,,-1688.3602,,-1688.351553,235.05
2052,,-1688.3602,,-1688.351553,235.33
2053,,-1688.3602,,-1688.351553,235.46
2054,,-1688.3602,,-1688.351553,235.43
2055,,-1688.3602,,-1688.351553,235.26
2056,,-1688.3602,,-1688.351553,234.95
2057,,-1688.3602,,-1688.351553,234.51
2058,,-1688.3602,,-1688.351553,233.95
2059,,-1688.3602,,-1688.351553,233.29
2060,,-1688.3602,,-1688.351553,232.53
2061,,-1688.3602,,-1688.351553,231.69
2062,,-1688.3602,,-1688.351553,230.79
2063,,-1688.3602,,-1688.351553,229.84
2064,,-1688.3602,,-1688.351553,228.86
2065,,-1688.3602,,-1688.351553,227.85
2066,,-1688.3602,,-1688.351553,226.84
2067,,-1688.3602,,-1688.351553,225.84
2068,,-1688.3602,,-1688.351553,224.87
2069,,-1688.3602,,-1688.351553,223.92
2070,,-1688.3602,,-1688.351553,223.03
2071,,-1688.3602,,-1688.351553,222.21
2072,,-1688.3602,,-1688.351553,221.48
2073,,-1688.3602,,-1688.351553,220.86
2074,,-1688.3602,,-1688.351553,220.37
2075,,-1688.3602,,-1688.351553,220.07
2076,,-1688.3602,,-1688.351553,219.98
2077,,-1688.3602,,-1688.351553,220.09
2078,,-1688.3602,,-1688.351553,220.35
2079,,-1688.3602,,-1688.351553,220.75
2080,,-1688.3602,,-1688.351553,221.25
2081,,-1688.3602,,-1688.351553,221.83
2082,,-1688.3602,,-1688.351553,222.48
2083,,-1688.3602,,-1688.351553,223.18
2084,,-1688.3602,,-1688.351553,223.92
2085,,-1688.3602,,-1688.351553,224.7
2086,,-1688.3602,,-1688.351553,225.51
2087,,-1688.3602,,-1688.351553,226.34
2088,,-1688.3602,,-1688.351553,227.17
2089,,-1688.3602,,-1688.351553,227.96
2090,,-1688.3602,,-1688.351553,228.7
2091,,-1688.3602,,-1688.351553,229.36
2092,,-1688.3602,,-1688.351553,229.94
2093,,-1688.3602,,-1688.351553,230.43
2094,,-1688.3602,,-1688.351553,230.8
2095,,-1688.3602,,-1688.351553,231.06
2096,,-1688.3602,,-1688.351553,231.2
2097,,-1688.3602,,-1688.351553,231.22
2098,,-1688.3602,,-1688.351553,231.1
2099,,-1688.3602,,-1688.351553,230.85
2100,,-1688.3602,,-1688.351553,230.45
2101,,-1688.3602,,-1688.351553,229.91
2102,,-1688.3602,,-1688.351553,229.2
2103,,-1688.3602,,-1688.351553,228.33
2104,,-1688.3602,,-1688.351553,227.3
2105,,-1688.3602,,-1688.351553,226.09
2106,,-1688.3602,,-1688.351553,224.71
2107,,-1688.3602,,-1688.351553,223.16
2108,,-1688.3602,,-1688.351553,221.43
2109,,-1688.3602,,-1688.351553,219.53
2110,,-1688.3602,,-1688.351553,217.45
2111,,-1688.3602,,-1688.351553,215.21
2112,,-1688.3602,,-1688.351553,212.79
2113,,-1688.3602,,-1688.351553,210.22
2114,,-1688.3602,,-1688.351553,207.5
2115,,-1688.3602,,-1688.351553,204.63
2116,,-1688.3602,,-1688.351553,201.61
2117,,-1688.3602,,-1688.351553,198.46
2118,,-1688.3602,,-1688.351553,195.15
2119,,-1688.3602,,-1688.351553,191.7
2120,,-1688.3602,,-1688.351553,188.09
2121,,-1688.3602,,-1688.351553,184.33
2122,,-1688.3602,,-1688.351553,180.41
2123,,-1688.3602,,-1688.351553,176.35
2124,,-1688.3602,,-1688.351553,172.16
2125,,-1688.3602,,-1688.351553,167.83
2126,,-1688.3602,,-1688.351553,163.37
2127,,-1688.3602,,-1688.351553,158.8
2128,,-1688.3602,,-1688.351553,154.11
2129,,-1688.3602,,-1688.351553,149.33
2130,,-1688.3602,,-1688.351553,144.47
2131,,-1688.3602,,-1688.351553,139.53
2132,,-1688.3602,,-1688.351553,134.52
2133,,-1688.3602,,-1688.351553,129.45
2134,,-1688.3602,,-1688.351553,124.33
2135,,-1688.3602,,-1688.351553,119.16
2136,,-1688.3602,,-1688.351553,113.94
2137,,-1688.3602,,-1688.351553,108.67
2138,,-1688.3602,,-1688.351553,103.37
2139,,-1688.3602,,-1688.351553,98.05
2140,,-1688.3602,,-1688.351553,92.73
2141,,-1688.3602,,-1688.351553,87.41
2142,,-1688.3602,,-1688.351553,82.11
2143,,-1688.3602,,-1688.351553,76.82
2144,,-1688.3602,,-1688.351553,71.57
2145,,-1688.3602,,-1688.351553,66.38
2146,,-1688.3602,,-1688.351553,61.33
2147,,-1688.3602,,-1688.351553,56.42
2148,,-1688.3602,,-1688.351553,51.61
2149,,-1688.3602,,-1688.351553,46.82
2150,,-1688.3602,,-1688.351553,42.05
2151,,-1688.3602,,-1688.351553,37.44
2152,,-1688.3602,,-1688.351553,33.17
2153,,-1688.3602,,-1688.351553,29.13
2154,,-1688.3602,,-1688.351553,25.24
2155,,-1688.3602,,-1688.351553,21.53
2156,,-1688.3602,,-1688.351553,18
2157,,-1688.3602,,-1688.351553,14.78
2158,,-1688.3602,,-1688.351553,12.17
2159,,-1688.3602,,-1688.351553,9.79
2160,,-1688.3602,,-1688.351553,7.5
2161,,-1688.3602,,-1688.351553,5.58
2162,,-1688.3602,,-1688.351553,4.13
2163,,-1688.3602,,-1688.351553,3.12
2164,,-1688.3602,,-1688.351553,2.42
2165,,-1688.3602,,-1688.351553,2.06
2166,,-1688.3602,,-1688.351553,2.06
2167,,-1688.3602,,-1688.351553,2.11
2168,,-1688.3602,,-1688.351553,2.64
2169,,-1688.3602,,-1688.351553,3.51
2170,,-1688.3602,,-1688.351553,4.72
2171,,-1688.3602,,-1688.351553,6.36
2172,,-1688.3602,,-1688.351553,8.41
2173,,-1688.3602,,-1688.351553,10.78
2174,,-1688.3602,,-1688.351553,13.47
2175,,-1688.3602,,-1688.351553,16.44
2176,,-1688.3602,,-1688.351553,19.66
2177,,-1688.3602,,-1688.351553,23.11
2178,,-1688.3602,,-1688.351553,26.79
2179,,-1688.3602,,-1688.351553,30.73
2180,,-1688.3602,,-1688.351553,34.93
2181,,-1688.3602,,-1688.351553,39.4
2182,,-1688.3602,,-1688.351553,44.04
2183,,-1688.3602,,-1688.351553,48.82
2184,,-1688.3602,,-1688.351553,53.72
2185,,-1688.3602,,-1688.351553,58.73
2186,,-1688.3602,,-1688.351553,63.85
2187,,-1688.3602,,-1688.351553,69.06
2188,,-1688.3602,,-1688.351553,74.34
2189,,-1688.3602,,-1688.351553,79.67
2190,,-1688.3602,,-1688.351553,85.03
2191,,-1688.3602,,-1688.351553,90.4
2192,,-1688.3602,,-1688.351553,95.78
2193,,-1688.3602,,-1688.351553,101.15
2194,,-1688.3602,,-1688.351553,106.52
2195,,-1688.3602,,-1688.351553,111.87
2196,,-1688.3602,,-1688.351553,117.21
2197,,-1688.3602,,-1688.351553,122.54
2198,,-1688.3602,,-1688.351553,127.85
2199,,-1688.3602,,-1688.351553,133.11
2200,,-1688.3602,,-1688.351553,138.31
2201,,-1688.3602,,-1688.351553,143.42
2202,,-1688.3602,,-1688.351553,148.45
2203,,-1688.3602,,-1688.351553,153.38
2204,,-1688.3602,,-1688.351553,158.2
2205,,-1688.3602,,-1688.351553,162.91
2206,,-1688.3602,,-1688.351553,167.5
2207,,-1688.3602,,-1688.351553,171.97
2208,,-1688.3602,,-1688.351553,176.31
2209,,-1688.3602,,-1688.351553,180.53
2210,,-1688.3602,,-1688.351553,184.6
2211,,-1688.3602,,-1688.351553,188.54
2212,,-1688.3602,,-1688.351553,192.33
2213,,-1688.3602,,-1688.351553,195.96
2214,,-1688.3602,,-1688.351553,199.44
2215,,-1688.3602,,-1688.351553,202.75
2216,,-1688.3602,,-1688.351553,205.9
2217,,-1688.3602,,-1688.351553,208.89
2218,,-1688.3602,,-1688.351553,211.71
2219,,-1688.3602,,-1688.351553,214.37
2220,,-1688.3602,,-1688.351553,216.86
2221,,-1688.3602,,-1688.351553,219.18
2222,,-1688.3602,,-1688.351553,221.32
2223,,-1688.3602,,-1688.351553,223.29
2224,,-1688.3602,,-1688.351553,225.07
2225,,-1688.3602,,-1688.351553,226.68
2226,,-1688.3602,,-1688.351553,228.1
2227,,-1688.3602,,-1688.351553,229.34
2228,,-1688.3602,,-1688.351553,230.41
2229,,-1688.3602,,-1688.351553,231.3
2230,,-1688.3602,,-1688.351553,232.02
2231,,-1688.3602,,-1688.351553,232.58
2232,,-1688.3602,,-1688.351553,232.98
2233,,-1688.3602,,-1688.351553,233.22
2234,,-1688.3602,,-1688.351553,233.32
2235,,-1688.3602,,-1688.351553,233.27
2236,,-1688.3602,,-1688.351553,233.09
2237,,-1688.3602,,-1688.351553,232.77
2238,,-1688.3602,,-1688.351553,232.32
2239,,-1688.3602,,-1688.351553,231.75
2240,,-1688.3602,,-1688.351553,231.07
2241,,-1688.3602,,-1688.351553,230.28
2242,,-1688.3602,,-1688.351553,229.41
2243,,-1688.3602,,-1688.351553,228.48
2244,,-1688.3602,,-1688.351553,227.51
2245,,-1688.3602,,-1688.351553,226.5
2246,,-1688.3602,,-1688.351553,225.47
2247,,-1688.3602,,-1688.351553,224.41
2248,,-1688.3602,,-1688.351553,223.36
2249,,-1688.3602,,-1688.351553,222.31
2250,,-1688.3602,,-1688.351553,221.3
2251,,-1688.3602,,-1688.351553,220.33
2252,,-1688.3602,,-1688.351553,219.43
2253,,-1688.3602,,-1688.351553,218.63
2254,,-1688.3602,,-1688.351553,217.95
2255,,-1688.3602,,-1688.351553,217.42
2256,,-1688.3602,,-1688.351553,217.07
2257,,-1688.3602,,-1688.351553,216.9
2258,,-1688.3602,,-1688.351553,216.92
2259,,-1688.3602,,-1688.351553,217.09
2260,,-1688.3602,,-1688.351553,217.41
2261,,-1688.3602,,-1688.351553,217.85
2262,,-1688.3602,,-1688.351553,218.39
2263,,-1688.3602,,-1688.351553,219.02
2264,,-1688.3602,,-1688.351553,219.71
2265,,-1688.3602,,-1688.351553,220.44
2266,,-1688.3602,,-1688.351553,221.22
2267,,-1688.3602,,-1688.351553,222.02
2268,,-1688.3602,,-1688.351553,222.82
2269,,-1688.3602,,-1688.351553,223.62
2270,,-1688.3602,,-1688.351553,224.38
2271,,-1688.3602,,-1688.351553,225.1
2272,,-1688.3602,,-1688.351553,225.76
2273,,-1688.3602,,-1688.351553,226.34
2274,,-1688.3602,,-1688.351553,226.84
2275,,-1688.3602,,-1688.351553,227.24
2276,,-1688.3602,,-1688.351553,227.52
2277,,-1688.3602,,-1688.351553,227.68
2278,,-1688.3602,,-1688.351553,227.71
2279,,-1688.3602,,-1688.351553,227.6
2280,,-1688.3602,,-1688.351553,227.35
2281,,-1688.3602,,-1688.351553,226.94
2282,,-1688.3602,,-1688.351553,226.37
2283,,-1688.3602,,-1688.351553,225.65
2284,,-1688.3602,,-1688.351553,224.76
2285,,-1688.3602,,-1688.351553,223.72
2286,,-1688.3602,,-1688.351553,222.51
2287,,-1688.3602,,-1688.351553,221.15
2288,,-1688.3602,,-1688.351553,219.62
2289,,-1688.3602,,-1688.351553,217.93
2290,,-1688.3602,,-1688.351553,216.06
2291,,-1688.3602,,-1688.351553,214.02
2292,,-1688.3602,,-1688.351553,211.8
2293,,-1688.3602,,-1688.351553,209.4
2294,,-1688.3602,,-1688.351553,206.83
2295,,-1688.3602,,-1688.351553,204.08
2296,,-1688.3602,,-1688.351553,201.16
2297,,-1688.3602,,-1688.351553,198.08
2298,,-1688.3602,,-1688.351553,194.84
2299,,-1688.3602,,-1688.351553,191.45
2300,,-1688.3602,,-1688.351553,187.91
2301,,-1688.3602,,-1688.351553,184.22
2302,,-1688.3602,,-1688.351553,180.39
2303,,-1688.3602,,-1688.351553,176.42
2304,,-1688.3602,,-1688.351553,172.31
2305,,-1688.3602,,-1688.351553,168.07
2306,,-1688.3602,,-1688.351553,163.69
2307,,-1688.3602,,-1688.351553,159.2
2308,,-1688.3602,,-1688.351553,154.59
2309,,-1688.3602,,-1688.351553,149.88
2310,,-1688.3602,,-1688.351553,145.07
2311,,-1688.3602,,-1688.351553,140.18
2312,,-1688.3602,,-1688.351553,135.2
2313,,-1688.3602,,-1688.351553,130.15
2314,,-1688.3602,,-1688.351553,125.02
2315,,-1688.3602,,-1688.351553,119.82
2316,,-1688.3602,,-1688.351553,114.57
2317,,-1688.3602,,-1688.351553,109.27
2318,,-1688.3602,,-1688.351553,103.95
2319,,-1688.3602,,-1688.351553,98.62
2320,,-1688.3602,,-1688.351553,93.29
2321,,-1688.3602,,-1688.351553,87.97
2322,,-1688.3602,,-1688.351553,82.66
2323,,-1688.3602,,-1688.351553,77.37
2324,,-1688.3602,,-1688.351553,72.11
2325,,-1688.3602,,-1688.351553,66.89
2326,,-1688.3602,,-1688.351553,61.74
2327,,-1688.3602,,-1688.351553,56.69
2328,,-1688.3602,,-1688.351553,51.76
2329,,-1688.3602,,-1688.351553,46.97
2330,,-1688.3602,,-1688.351553,42.32
2331,,-1688.3602,,-1688.351553,37.82
2332,,-1688.3602,,-1688.351553,33.46
2333,,-1688.3602,,-1688.351553,29.26
2334,,-1688.3602,,-1688.351553,25.24
2335,,-1688.3602,,-1688.351553,21.44
2336,,-1688.3602,,-1688.351553,17.88
2337,,-1688.3602,,-1688.351553,14.6
2338,,-1688.3602,,-1688.351553,11.62
2339,,-1688.3602,,-1688.351553,8.97
2340,,-1688.3602,,-1688.351553,6.67
2341,,-1688.3602,,-1688.351553,4.71
2342,,-1688.3602,,-1688.351553,3.04
2343,,-1688.3602,,-1688.351553,1.68
2344,,-1688.3602,,-1688.351553,0.65
2345,,-1688.3602,,-1688.351553,0.09
2346,,-1688.3602,,-1688.351553,0
2347,,-1688.3602,,-1688.351553,0.28
2348,,-1688.3602,,-1688.351553,0.93
2349,,-1688.3602,,-1688.351553,1.99
2350,,-1688.3602,,-1688.351553,3.47
2351,,-1688.3602,,-1688.351553,5.34
2352,,-1688.3602,,-1688.351553,7.54
2353,,-1688.3602,,-1688.351553,10.03
2354,,-1688.3602,,-1688.351553,12.83
2355,,-1688.3602,,-1688.351553,15.98
2356,,-1688.3602,,-1688.351553,19.44
2357,,-1688.3602,,-1688.351553,23.14
2358,,-1688.3602,,-1688.351553,27.07
2359,,-1688.3602,,-1688.351553,31.25
2360,,-1688.3602,,-1688.351553,35.7
2361,,-1688.3602,,-1688.351553,40.33
2362,,-1688.3602,,-1688.351553,45.11
2363,,-1688.3602,,-1688.351553,50.02
2364,,-1688.3602,,-1688.351553,55.08
2365,,-1688.3602,,-1688.351553,60.25
2366,,-1688.3602,,-1688.351553,65.48
2367,,-1688.3602,,-1688.351553,70.76
2368,,-1688.3602,,-1688.351553,76.06
2369,,-1688.3602,,-1688.351553,81.4
2370,,-1688.3602,,-1688.351553,86.81
2371,,-1688.3602,,-1688.351553,92.28
2372,,-1688.3602,,-1688.351553,97.79
2373,,-1688.3602,,-1688.351553,103.29
2374,,-1688.3602,,-1688.351553,108.77
2375,,-1688.3602,,-1688.351553,114.23
2376,,-1688.3602,,-1688.351553,119.67
2377,,-1688.3602,,-1688.351553,125.07
